Ort;Plz;Vorwahl;Bundesland
Kastl;92280;09625;Bayern
Kastl;95506;09642;Bayern
Kastorf;19300;038755;Mecklenburg-Vorpommern
Kastorf;23847;04501;Schlewig-Holstein
Katelbogen;18249;038462;Mecklenburg-Vorpommern
Katerbow;16818;033924;Brandenburg
Käterhagen;18246;038462;Mecklenburg-Vorpommern
Katharinenheerd;25836;04862;Schlewig-Holstein
Katharinenhof;71570;07191;Baden-Württemberg
Katharinenrieth;06542;034652;Sachsen-Anhalt
Katharinenthalerhof;75177;07231;Baden-Württemberg
Käthen;39599;039325;Sachsen-Anhalt
Kathendorf;39359;039057;Sachsen-Anhalt
Kathlow;03058;035694;Brandenburg
Katlenburg-Lindau;37191;05552;Niedersachsen
Katschow;17429;038376;Mecklenburg-Vorpommern
Kattendorf;24568;04191;Schlewig-Holstein
Katzenbach;67806;06361;Rheinland-Pfalz
Katzenelnbogen;56368;06486;Rheinland-Pfalz
Katzhörn;25899;04665;Schlewig-Holstein
Katzhütte;98746;036781;Thüringen
Katzow;17509;038373;Mecklenburg-Vorpommern
Katzweiler;67734;06301;Rheinland-Pfalz
Katzwinkel;54552;02692;Rheinland-Pfalz
Katzwinkel;57581;02741;Rheinland-Pfalz
Kaub;56349;06774;Rheinland-Pfalz
Kauern;07554;036602;Thüringen
Kaufbeuren;87600;08341;Bayern
Kaufering;86916;08191;Bayern
Kaufungen;34260;05605;Hessen
Kaulitz;29416;039036;Sachsen-Anhalt
Kaulsdorf;07338;036733;Thüringen
Kausche;03130;035751;Brandenburg
Kauschwitz;08525;03741;Sachsen
Kauschwitz;08525;03741;Sachsen
Kausen;57520;02747;Rheinland-Pfalz
Kauxdorf;04924;035341;Brandenburg
Kavelstorf;18196;038208;Mecklenburg-Vorpommern
Kayhude;23863;04535;Schlewig-Holstein
Kayna;06724;034426;Sachsen-Anhalt
Keez;19412;038483;Mecklenburg-Vorpommern
Kefenrod;63699;06049;Hessen
Kefferhausen;37351;036075;Thüringen
Kehl;77694;07851;Baden-Württemberg
Kehlbach;56355;06776;Rheinland-Pfalz
Kehlenmühle;56291;;Rheinland-Pfalz
Kehmstedt;99752;036338;Thüringen
Kehnert;39517;039366;Sachsen-Anhalt
Kehrberg;16928;033975;Brandenburg
Kehrig;56729;02651;Rheinland-Pfalz
Kehrigk;15859;033678;Brandenburg
Keidelheim;55471;06761;Rheinland-Pfalz
Keila;07389;036483;Thüringen
Keindorf;39345;039059;Sachsen-Anhalt
Keiselwitz;04668;034386;Sachsen
Kelberg;53539;02692;Rheinland-Pfalz
Kelbra;06537;034651;Sachsen-Anhalt
Kelheim;93309;09441;Bayern
Kelkheim;65779;06195;Hessen
Kell;54427;06589;Rheinland-Pfalz
Kella;37308;05651;Thüringen
Kellenbach;55606;06765;Rheinland-Pfalz
Kellenhusen;23746;04364;Schlewig-Holstein
Keller;16775;033083;Brandenburg
Keller;25557;;Schlewig-Holstein
Kellershof;57645;;Rheinland-Pfalz
Kellinghusen;25548;04822;Schlewig-Holstein
Kellmünz;89293;08337;Bayern
Kelsterbach;65451;06107;Hessen
Keltern;75210;07236;Baden-Württemberg
Kemberg;06901;034921;Sachsen-Anhalt
Kemlitz;15926;035454;Brandenburg
Kemmen;03205;03541;Brandenburg
Kemmenau;56132;02603;Rheinland-Pfalz
Kemmern;96164;09544;Bayern
Kemnath;95478;09642;Bayern
Kemnitz;14542;03327;Brandenburg
Kemnitz;16928;03395;Brandenburg
Kemnitz;17509;038352;Mecklenburg-Vorpommern
Kempen;47906;02152;Nordrhein-Westfalen
Kempenich;56746;02655;Rheinland-Pfalz
Kempfeld;55758;06786;Rheinland-Pfalz
Kempten;87435;0831;Bayern
Kempten;87437;0831;Bayern
Kempten;87439;0831;Bayern
Kendl;83364;08666;Bayern
Kenn;54344;06502;Rheinland-Pfalz
Kenzingen;79341;07644;Baden-Württemberg
Kenz-Küstrow;18314;038231;Mecklenburg-Vorpommern
Keppeshausen;54673;06524;Rheinland-Pfalz
Kerben;56295;02654;Rheinland-Pfalz
Kerkau;29416;039034;Sachsen-Anhalt
Kerken;47647;02833;Nordrhein-Westfalen
Kerkow;16278;03331;Brandenburg
Kernen;71394;07151;Baden-Württemberg
Kerpen;50169;02237;Nordrhein-Westfalen
Kerpen;50170;02237;Nordrhein-Westfalen
Kerpen;50171;02237;Nordrhein-Westfalen
Kerpen;54578;06593;Rheinland-Pfalz
Kerschbaum;94529;08546;Bayern
Kerschenbach;54589;06597;Rheinland-Pfalz
Kerspleben;99198;036203;Thüringen
Kerspleben;99198;036203;Thüringen
Kerzendorf;14974;03378;Brandenburg
Kerzenheim;67304;06351;Rheinland-Pfalz
Kerzlin;16845;033928;Brandenburg
Kescheid;57632;02685;Rheinland-Pfalz
Kesfeld;54619;06559;Rheinland-Pfalz
Kesseling;53506;02647;Rheinland-Pfalz
Kesselsdorf;01723;035204;Sachsen
Kessin;18196;038208;Mecklenburg-Vorpommern
Kesten;54518;06535;Rheinland-Pfalz
Kestert;56348;06773;Rheinland-Pfalz
Ketsch;68775;0621;Baden-Württemberg
Kettemers Mühle;56271;;Rheinland-Pfalz
Ketten;36419;036967;Thüringen
Kettenhausen;57612;02681;Rheinland-Pfalz
Kettenheim;55234;06731;Rheinland-Pfalz
Kettenkamp;49577;05436;Niedersachsen
Kettershausen;86498;08333;Bayern
Kettig;56220;02637;Rheinland-Pfalz
Ketzin;14669;033233;Brandenburg
Ketzür;14778;033836;Brandenburg
Keula;99713;036029;Thüringen
Kevelaer;47623;02832;Nordrhein-Westfalen
Kevelaer;47624;02832;Nordrhein-Westfalen
Kevelaer;47625;02832;Nordrhein-Westfalen
Kevelaer;47626;02832;Nordrhein-Westfalen
Kevelaer;47627;02832;Nordrhein-Westfalen
Kickeshausen;54689;06550;Rheinland-Pfalz
Kiebitzberg, Gem Beveringen;16928;;Brandenburg
Kiebitzreihe;25368;04121;Schlewig-Holstein
Kiedrich;65399;06123;Hessen
Kiefersfelden;83088;08033;Bayern
Kiehnwerder;15324;033475;Brandenburg
Kiekebusch;03058;0355;Brandenburg
Kiekebusch;15749;033762;Brandenburg
Kiel;24103;0431;Schlewig-Holstein
Kiel;24105;0431;Schlewig-Holstein
Kiel;24106;0431;Schlewig-Holstein
Kiel;24107;0431;Schlewig-Holstein
Kiel;24109;0431;Schlewig-Holstein
Kiel;24111;0431;Schlewig-Holstein
Kiel;24113;0431;Schlewig-Holstein
Kiel;24114;0431;Schlewig-Holstein
Kiel;24116;0431;Schlewig-Holstein
Kiel;24118;0431;Schlewig-Holstein
Kiel;24143;0431;Schlewig-Holstein
Kiel;24145;0431;Schlewig-Holstein
Kiel;24146;0431;Schlewig-Holstein
Kiel;24147;0431;Schlewig-Holstein
Kiel;24148;0431;Schlewig-Holstein
Kiel;24149;0431;Schlewig-Holstein
Kiel;24159;0431;Schlewig-Holstein
Kienbaum;15345;033434;Brandenburg
Kienberg;14641;033230;Brandenburg
Kienberg;83361;08628;Bayern
Kienitz;15324;033478;Brandenburg
Kienwerder;14532;03329;Brandenburg
Kierspe;58566;02359;Nordrhein-Westfalen
Kiesby;24392;04641;Schlewig-Holstein
Kieselbach;36460;036963;Thüringen
Kieselbronn;75249;07231;Baden-Württemberg
Kieselwitz;15890;033654;Brandenburg
Kietz;14728;033875;Brandenburg
Kieve;17209;039925;Mecklenburg-Vorpommern
Kiliansroda;99441;036453;Thüringen
Kindelbrück;99638;036375;Thüringen
Kindenheim;67271;06359;Rheinland-Pfalz
Kinderbeuern;54538;06532;Rheinland-Pfalz
Kinding;85125;08467;Bayern
Kindsbach;66862;06371;Rheinland-Pfalz
Kindsbach, Forsthaus;67661;;Rheinland-Pfalz
Kindshagen;18314;038324;Mecklenburg-Vorpommern
Kinheim;54538;06532;Rheinland-Pfalz
Kinsau;86981;08869;Bayern
Kinzenburg;54597;06554;Rheinland-Pfalz
Kipfenberg;85110;08465;Bayern
Kippenheim;77971;07825;Baden-Württemberg
Kirburg;57629;02661;Rheinland-Pfalz
Kirch Jesar;19230;03883;Mecklenburg-Vorpommern
Kirch Mulsow;18233;038297;Mecklenburg-Vorpommern
Kirchanschöring;83417;08685;Bayern
Kirchardt;74912;07266;Baden-Württemberg
Kirchbarkau;24245;04302;Schlewig-Holstein
Kirchberg;08107;037602;Sachsen
Kirchberg;55481;06763;Rheinland-Pfalz
Kirchberg;71737;07144;Baden-Württemberg
Kirchberg;74592;07954;Baden-Württemberg
Kirchberg;84434;08762;Bayern
Kirchberg;88486;07354;Baden-Württemberg
Kirchberg i. Wald;94259;09927;Bayern
Kirchbrak;37619;05534;Niedersachsen
Kirchdorf;18519;038351;Mecklenburg-Vorpommern
Kirchdorf;27245;04273;Niedersachsen
Kirchdorf;83527;08072;Bayern
Kirchdorf;84375;08571;Bayern
Kirchdorf;85414;08166;Bayern
Kirchdorf;88457;07354;Baden-Württemberg
Kirchdorf;93348;09444;Bayern
Kirchdorf;94261;09928;Bayern
Kirchehrenbach;91356;09191;Bayern
Kircheib;57635;02683;Rheinland-Pfalz
Kirchen;57548;02741;Rheinland-Pfalz
Kirchendemenreuth;92665;09681;Bayern
Kirchengel;99718;036379;Thüringen
Kirchenlamitz;95158;09285;Bayern
Kirchenpingarten;95466;09278;Bayern
Kirchensittenbach;91241;09151;Bayern
Kirchensur;83552;08074;Bayern
Kirchentellinsfurt;72138;07121;Baden-Württemberg
Kirchenthumbach;91281;09647;Bayern
Kirchgandern;37318;036081;Thüringen
Kirchgellersen;21394;04135;Niedersachsen
Kirchhain;35274;06422;Hessen
Kirchhalling;83329;08681;Bayern
Kirchham;94148;08533;Bayern
Kirchhasel;07407;03672;Thüringen
Kirchhaslach;87755;08333;Bayern
Kirchheilingen;99947;036043;Thüringen
Kirchheim;36275;06625;Hessen
Kirchheim;67281;06359;Rheinland-Pfalz
Kirchheim;73230;07021;Baden-Württemberg
Kirchheim;73467;07021;Baden-Württemberg
Kirchheim;74366;07143;Baden-Württemberg
Kirchheim;85551;089;Bayern
Kirchheim;87757;08266;Bayern
Kirchheim;97268;09366;Bayern
Kirchheim;99334;036200;Thüringen
Kirchheimbolanden;67292;06352;Rheinland-Pfalz
Kirchhundem;57399;02723;Nordrhein-Westfalen
Kirchlauter;96166;09536;Bayern
Kirchlengern;32278;05223;Nordrhein-Westfalen
Kirchlinteln;27308;04236;Niedersachsen
Kirch-Mummendorf;23936;;Mecklenburg-Vorpommern
Kirchnüchel;23714;04528;Schlewig-Holstein
Kirchohmfeld;37339;036074;Thüringen
Kirchroth;94356;09428;Bayern
Kirchsahr;53505;02643;Rheinland-Pfalz
Kirchscheidungen;06636;034462;Sachsen-Anhalt
Kirchseelte;27243;04206;Niedersachsen
Kirchseeon;85614;08091;Bayern
Kirchstätt;83374;08669;Bayern
Kirchtimke;27412;04289;Niedersachsen
Kirchwald;56729;02651;Rheinland-Pfalz
Kirchwalsede;27386;04269;Niedersachsen
Kirchweidach;84558;08623;Bayern
Kirchweiler;54570;06595;Rheinland-Pfalz
Kirchwistedt;27616;04747;Niedersachsen
Kirchworbis;37339;036074;Thüringen
Kirchzarten;79199;07661;Baden-Württemberg
Kirchzell;63931;09373;Bayern
Kirf;54441;06582;Rheinland-Pfalz
Kirkel;66459;06849;Saarland
Kirmutscheid;53534;02691;Rheinland-Pfalz
Kirn;55606;06752;Rheinland-Pfalz
Kirrweiler;67489;06321;Rheinland-Pfalz
Kirrweiler;67744;06387;Rheinland-Pfalz
Kirsbach;53539;02692;Rheinland-Pfalz
Kirschau;02681;03592;Sachsen
Kirschbacherhof;66482;06339;Rheinland-Pfalz
Kirschbachermühle;66482;06339;Rheinland-Pfalz
Kirschfurt;97896;09375;Bayern
Kirschkau;07919;03663;Thüringen
Kirschroth;55566;06751;Rheinland-Pfalz
Kirschweiler;55743;06781;Rheinland-Pfalz
Kirtorf;36320;06635;Hessen
Kisdorf;24629;04193;Schlewig-Holstein
Kisselbach;56291;06766;Rheinland-Pfalz
Kissenbrück;38324;05337;Niedersachsen
Kissing;86438;08233;Bayern
Kißleberfeld;38350;05355;Niedersachsen
Kißlegg;88353;07563;Baden-Württemberg
Kist;97270;09306;Bayern
Kittelsthal;99843;036929;Thüringen
Kittendorf;17153;039955;Mecklenburg-Vorpommern
Kittlitz;02708;03585;Sachsen
Kittlitz;03222;03542;Brandenburg
Kittlitz;23911;04546;Schlewig-Holstein
Kitzen;04460;034296;Sachsen
Kitzingen;97318;09321;Bayern
Kitzscher;04567;035828;Sachsen
Kläden;39579;039324;Sachsen-Anhalt
Kläden;39619;039324;Sachsen-Anhalt
Kladrum;19374;038723;Mecklenburg-Vorpommern
Klaftertalerhof;67691;06305;Rheinland-Pfalz
Klais;82493;08823;Bayern
Klamp;24321;04381;Schlewig-Holstein
Klanxbüll;25924;04668;Schlewig-Holstein
Klappholz;24860;04603;Schlewig-Holstein
Klasdorf;15837;033704;Brandenburg
Klaubmühle;97486;09536;Bayern
Klausdorf;14929;033748;Brandenburg
Klausdorf;15838;033703;Brandenburg
Klausdorf;18445;038323;Mecklenburg-Vorpommern
Klausdorf;24147;0431;Schlewig-Holstein
Klausen;54524;06578;Rheinland-Pfalz
Kleekamp;19417;038484;Mecklenburg-Vorpommern
Kleemeisterei;73575;;Baden-Württemberg
Kleeste;19348;038785;Brandenburg
Kleesten;19399;038736;Mecklenburg-Vorpommern
Klein Ammensleben;39326;039202;Sachsen-Anhalt
Klein Barkau;24245;04302;Schlewig-Holstein
Klein Behnitz;14641;033239;Brandenburg
Klein Belitz;18246;038466;Mecklenburg-Vorpommern
Klein Bengerstorf;19258;038847;Mecklenburg-Vorpommern
Klein Bennebek;24848;04624;Schlewig-Holstein
Klein Berßen;49777;05965;Niedersachsen
Klein Bölkow;18239;038207;Mecklenburg-Vorpommern
Klein Briesen;14806;033846;Brandenburg
Klein Bünsdorf;23923;038828;Mecklenburg-Vorpommern
Klein Bünzow;17390;039724;Mecklenburg-Vorpommern
Klein Chüden;29410;;Sachsen-Anhalt
Klein Döbbern;03058;035608;Brandenburg
Klein Düben;03130;035600;Brandenburg
Klein Gartz;29416;039037;Sachsen-Anhalt
Klein Gischow;18246;038466;Mecklenburg-Vorpommern
Klein Gladebrügge;23795;04551;Schlewig-Holstein
Klein Gnemern;18246;038464;Mecklenburg-Vorpommern
Klein Görnow;19406;03847;Mecklenburg-Vorpommern
Klein Gottschow;19348;033983;Brandenburg
Klein Grönau;23627;;Schlewig-Holstein
Klein Grönau;23627;;Schlewig-Holstein
Klein Haßlow;16909;03394;Brandenburg
Klein Heikeland;26759;04925;Niedersachsen
Klein Jarchow;19412;;Mecklenburg-Vorpommern
Klein Kampen;25573;04823;Schlewig-Holstein
Klein Kölzig;03159;035600;Brandenburg
Klein Krams;19288;038754;Mecklenburg-Vorpommern
Klein Kreutz;14778;03381;Brandenburg
Klein Kreutz;14778;03381;Brandenburg
Klein Kussewitz;18184;038202;Mecklenburg-Vorpommern
Klein Labenz;19417;038482;Mecklenburg-Vorpommern
Klein Langerwisch;16928;;Brandenburg
Klein Leine;15913;035471;Brandenburg
Klein Leppin;19322;038787;Brandenburg
Klein Linde;19348;03876;Brandenburg
Klein Loitz;03130;035698;Brandenburg
Klein Lüben;19322;038791;Brandenburg
Klein Luckow;17337;039752;Mecklenburg-Vorpommern
Klein Lukow;17217;03962;Mecklenburg-Vorpommern
Klein Marzehns;14823;033848;Brandenburg
Klein Meckelsen;27419;04282;Niedersachsen
Klein Molzahn;19217;038875;Mecklenburg-Vorpommern
Klein Neuleben;23923;038821;Mecklenburg-Vorpommern
Klein Nordende;25336;04121;Schlewig-Holstein
Klein Offenseth-Sparrieshoop;25365;04121;Schlewig-Holstein
Klein Oschersleben;39398;039408;Sachsen-Anhalt
Klein Oßnig;03058;0355;Brandenburg
Klein Pampau;21514;04155;Schlewig-Holstein
Klein Pravtshagen;23948;038827;Mecklenburg-Vorpommern
Klein Pritz;19406;038485;Mecklenburg-Vorpommern
Klein Quenstedt;38822;03941;Sachsen-Anhalt
Klein Radden;03222;035456;Brandenburg
Klein Raden;18249;038462;Mecklenburg-Vorpommern
Klein Rheide;24848;04624;Schlewig-Holstein
Klein Rodensleben;39167;039204;Sachsen-Anhalt
Klein Rogahn;19073;0385;Mecklenburg-Vorpommern
Klein Rönnau;23795;04551;Schlewig-Holstein
Klein Salitz;19205;038876;Mecklenburg-Vorpommern
Klein Schierstedt;06449;034746;Sachsen-Anhalt
Klein Schulzendorf;14959;033731;Brandenburg
Klein Schwansee;23942;038827;Mecklenburg-Vorpommern
Klein Schwarzlosen;39517;039365;Sachsen-Anhalt
Klein Schwechten;39579;039388;Sachsen-Anhalt
Klein Siemz;23923;038828;Mecklenburg-Vorpommern
Klein Sien;18246;038464;Mecklenburg-Vorpommern
Klein Stieten;23972;;Mecklenburg-Vorpommern
Klein Tessin;18292;;Mecklenburg-Vorpommern
Klein Thurow;19205;038876;Mecklenburg-Vorpommern
Klein Trebbow;19069;0385;Mecklenburg-Vorpommern
Klein Upahl;18276;038458;Mecklenburg-Vorpommern
Klein Vielen;17237;039824;Mecklenburg-Vorpommern
Klein Wanzleben;39164;039209;Sachsen-Anhalt
Klein Warin;23992;038422;Mecklenburg-Vorpommern
Klein Warin Lager;23992;038422;Mecklenburg-Vorpommern
Klein Warnow;19357;038788;Brandenburg
Klein Welzin;19209;038874;Mecklenburg-Vorpommern
Klein Wesenberg;23860;04533;Schlewig-Holstein
Klein Wieblitz;29413;03901;Sachsen-Anhalt
Klein Wittensee;24361;04356;Schlewig-Holstein
Klein Woltersdorf;16928;03395;Brandenburg
Klein Zecher;23883;04545;Schlewig-Holstein
Klein Ziethen;16247;033364;Brandenburg
Kleinaitingen;86507;08203;Bayern
Kleinalsleben;39398;039408;Sachsen-Anhalt
Kleinaschau;83565;08039;Bayern
Kleinau;39606;039399;Sachsen-Anhalt
Kleinbartloff;37355;036076;Thüringen
Kleinberndten;99713;036330;Thüringen
Kleinblittersdorf;66271;06805;Saarland
Kleinbockedra;07646;036428;Thüringen
Kleinbodungen;99752;036338;Thüringen
Kleinbrembach;99610;036372;Thüringen
Kleinbrüchter;99713;036330;Thüringen
Kleinbundenbach;66501;06337;Rheinland-Pfalz
Kleindröben;06917;03537;Sachsen-Anhalt
Kleinebersdorf;07646;036426;Thüringen
Kleineutersdorf;07768;036424;Thüringen
Kleinfeld;23923;038828;Mecklenburg-Vorpommern
Kleinfischlingen;67483;06347;Rheinland-Pfalz
Kleinfurra;99735;036334;Thüringen
Kleingeschwenda;07318;036736;Thüringen
Kleingießhübel;01814;035028;Sachsen
Kleinhelfendorf;85655;08095;Bayern
Kleinhelmsdorf;06722;036694;Sachsen-Anhalt
Kleinheubach;63924;09371;Bayern
Kleinhub;83739;08064;Bayern
Kleinich;54483;06536;Rheinland-Pfalz
Kleinjena;06618;03445;Sachsen-Anhalt
Kleinkahl;63828;06024;Bayern
Kleinkarlbach;67271;06359;Rheinland-Pfalz
Kleinkarolinenfeld;85655;08095;Bayern
Kleinkeula;99976;036029;Thüringen
Kleinkmehlen;01990;035755;Brandenburg
Kleinkochberg;07407;036743;Thüringen
Kleinkoogsdeich;25899;04665;Schlewig-Holstein
Kleinkorga;06926;035384;Sachsen-Anhalt
Kleinkrausnik;03249;035323;Brandenburg
Kleinlangenfeld;54597;06552;Rheinland-Pfalz
Kleinlangheim;97355;09325;Bayern
Kleinleinungen;06528;034656;Sachsen-Anhalt
Kleinmachnow;14532;033203;Brandenburg
Kleinmaischeid;56271;02689;Rheinland-Pfalz
Kleinmockritz;04720;034325;Sachsen
Kleinmölsen;99198;036203;Thüringen
Kleinmühle;67308;;Rheinland-Pfalz
Kleinmühlingen;39221;039291;Sachsen-Anhalt
Klein-Mutz;16775;03307;Brandenburg
Kleinnaundorf;01561;035240;Sachsen
Kleinneuhausen;99625;036372;Thüringen
Kleinniedesheim;67259;06239;Rheinland-Pfalz
Kleinobringen;99439;03643;Thüringen
Kleinopitz;01737;035203;Sachsen
Kleinostheim;63801;06027;Bayern
Kleinow;17291;039858;Brandenburg
Kleinow;19348;038784;Brandenburg
Kleinpaschleben;06369;034979;Sachsen-Anhalt
Kleinrehmühle;95356;09255;Bayern
Kleinreinsdorf;07989;036624;Thüringen
Kleinrinderfeld;97271;09366;Bayern
Kleinromstedt;99510;036425;Thüringen
Kleinrössen;04895;03535;Brandenburg
Kleinrudestedt;99195;036371;Thüringen
Kleinschmalkalden;98593;036849;Thüringen
Kleinschwabhausen;99441;036454;Thüringen
Kleinsendelbach;91077;09126;Bayern
Kleinsteinfeld;76889;06340;Rheinland-Pfalz
Kleinsteinhausen;66484;06339;Rheinland-Pfalz
Kleinthiemig;01561;03522;Sachsen
Kleinwallstadt;63839;06022;Bayern
Kleinwasserburg;15748;033765;Brandenburg
Kleinwechsungen;99735;036335;Thüringen
Kleinwelsbach;99947;036043;Thüringen
Klein-Winternheim;55270;06136;Rheinland-Pfalz
Kleinwolmsdorf;01477;035200;Sachsen
Kleinzerbst;06386;034909;Sachsen-Anhalt
Kleinzerlang;16831;033921;Brandenburg
Kleinziethen;15831;03379;Brandenburg
Klempau;23628;04508;Schlewig-Holstein
Klenzenhof;16928;033982;Brandenburg
Klepzig;14823;033848;Brandenburg
Kleßen;14728;033235;Brandenburg
Klessener Zootzen;14662;033235;Brandenburg
Klessig;01623;035242;Sachsen
Kletkamp;24327;04523;Schlewig-Holstein
Klettbach;99102;036209;Thüringen
Klettgau;79771;07742;Baden-Württemberg
Klettstedt;99955;036041;Thüringen
Klettwitz;01998;035754;Brandenburg
Kletzen-Zschölkau;04519;034295;Sachsen
Kletzin;17111;039998;Mecklenburg-Vorpommern
Kletzin;23966;03841;Mecklenburg-Vorpommern
Kletzke;19336;038796;Brandenburg
Kleve;25554;04823;Schlewig-Holstein
Kleve;25779;04836;Schlewig-Holstein
Kleve;47533;02821;Nordrhein-Westfalen
Kleverhof;17179;039973;Mecklenburg-Vorpommern
Kliding;56825;02677;Rheinland-Pfalz
Klieken;06869;034903;Sachsen-Anhalt
Kliestow;14959;033731;Brandenburg
Klietz;39524;039327;Sachsen-Anhalt
Klingelbach;56368;06486;Rheinland-Pfalz
Klingenberg;01738;035202;Sachsen
Klingenberg;63911;09372;Bayern
Klingenmühlhöfle;73642;07182;Baden-Württemberg
Klingenmünster;76889;06349;Rheinland-Pfalz
Klingenthal;08248;037467;Sachsen
Klings;36452;036966;Thüringen
Klink;17192;03991;Mecklenburg-Vorpommern
Klinke;39599;039325;Sachsen-Anhalt
Klinken;19374;038722;Mecklenburg-Vorpommern
Klinkow;17291;03984;Brandenburg
Klinkrade;23898;04536;Schlewig-Holstein
Klipphausen;01665;035204;Sachsen
Klippmühle;34513;05634;Hessen
Klitsche;39307;039348;Sachsen-Anhalt
Klitten;02906;035895;Sachsen
Klitzschen;04860;03421;Sachsen
Klixbüll;25899;04661;Schlewig-Holstein
Klobikau;06246;034635;Sachsen-Anhalt
Klockow;17219;039921;Mecklenburg-Vorpommern
Klockow;19357;038782;Brandenburg
Klocksin;17194;039933;Mecklenburg-Vorpommern
Kloddram;19260;038848;Mecklenburg-Vorpommern
Klöden;06917;035388;Sachsen-Anhalt
Kloschwitz;06198;034607;Sachsen-Anhalt
Klossa;06928;03537;Sachsen-Anhalt
Kloster;18565;038300;Mecklenburg-Vorpommern
Kloster Neuendorf;39638;03907;Sachsen-Anhalt
Kloster Schäftlarn;82067;08178;Bayern
Kloster St Ludwig;97509;;Bayern
Kloster Veßra;98660;036841;Thüringen
Kloster Zinna;14913;03372;Brandenburg
Klosterberg;54492;;Rheinland-Pfalz
Klosterbrücke;16248;;Brandenburg
Klosterdorf;15345;03341;Brandenburg
Klosterfelde;16348;033396;Brandenburg
Klosterhäseler;06647;034463;Sachsen-Anhalt
Klosterheide;16835;033933;Brandenburg
Klosterkumbd;55469;06761;Rheinland-Pfalz
Klosterlechfeld;86836;08232;Bayern
Klostermansfeld;06308;034772;Sachsen-Anhalt
Klosterwalde;17268;039885;Brandenburg
Klotten;56818;02671;Rheinland-Pfalz
Klötze;38486;03909;Sachsen-Anhalt
Klüden;39638;039056;Sachsen-Anhalt
Kludenbach;55481;06763;Rheinland-Pfalz
Kluis;18569;03838;Mecklenburg-Vorpommern
Kluse;26892;04963;Niedersachsen
Klüß;19357;038783;Mecklenburg-Vorpommern
Klüssendorf;23972;03841;Mecklenburg-Vorpommern
Klüsserath;54340;06507;Rheinland-Pfalz
Klütz;23948;038825;Mecklenburg-Vorpommern
Knapendorf;06246;034635;Sachsen-Anhalt
Knappenfeld, Gem Surberg;83364;08662;Bayern
Knappensee-Groß Särchen;02999;035726;Sachsen
Knappensee-Koblenz;02999;035726;Sachsen
Knappensee-Wartha;02999;035726;Sachsen
Knau;07389;036484;Thüringen
Kneese;19205;038876;Mecklenburg-Vorpommern
Knegendorf;18276;038455;Mecklenburg-Vorpommern
Kneispermühle;66917;06375;Rheinland-Pfalz
Kneitlingen;38170;05332;Niedersachsen
Knetzgau;97478;09527;Bayern
Kniepenberg;24398;04352;Schlewig-Holstein
Knittelsheim;76879;06348;Rheinland-Pfalz
Knittlingen;75438;07043;Baden-Württemberg
Knoblauch;14715;033877;Brandenburg
Knochenmühle;76855;;Rheinland-Pfalz
Knoppermühle;66917;06375;Rheinland-Pfalz
Knopp-Labach;66917;06375;Rheinland-Pfalz
Knöringen;76833;06341;Rheinland-Pfalz
Knorrendorf;17091;039742;Mecklenburg-Vorpommern
Knorrenhof;19348;;Brandenburg
Knüllwald;34593;05685;Hessen
Knyphauserwald;26409;;Niedersachsen
Kobbeln;15890;033652;Brandenburg
Koberg;23881;04543;Schlewig-Holstein
Kobern-Gondorf;56330;02607;Rheinland-Pfalz
Koblentz;17309;039743;Mecklenburg-Vorpommern
Koblenz;56068;0261;Rheinland-Pfalz
Koblenz;56070;0261;Rheinland-Pfalz
Koblenz;56072;0261;Rheinland-Pfalz
Koblenz;56073;0261;Rheinland-Pfalz
Koblenz;56075;0261;Rheinland-Pfalz
Koblenz;56076;0261;Rheinland-Pfalz
Koblenz;56077;0261;Rheinland-Pfalz
Kobrow;19406;03847;Mecklenburg-Vorpommern
Kochel;82431;08851;Bayern
Köchelstorf;19217;038872;Mecklenburg-Vorpommern
Köck;83739;08064;Bayern
Köckte;39649;039004;Sachsen-Anhalt
Ködderitzsch;99518;036463;Thüringen
Kodersdorf;02923;035825;Sachsen
Köditz;95189;09281;Bayern
Köditzberg;07426;;Thüringen
Ködnitz;95361;09221;Bayern
Köfeln;07557;036603;Thüringen
Köfering;93096;09406;Bayern
Kogel;17213;039924;Mecklenburg-Vorpommern
Kogel;19246;038851;Mecklenburg-Vorpommern
Kogel;83714;08025;Bayern
Kohlbacher Hof;64395;;Hessen
Kohlberg;72664;07025;Baden-Württemberg
Kohlberg;92702;09608;Bayern
Köhlen;27624;04708;Niedersachsen
